Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result,url_entity_partial,category,url_entity_full
Hair by Alex Salon,24-200-507 Lakeshore Rd E Mississauga ON L5G 1H9,Hair Dressing / Barbering,2023-09-26,,location.href = '/Portal/Facility/Details/b26e58c9-2395-49c6-8164-4db90be7fa3e' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b26e58c9-2395-49c6-8164-4db90be7fa3e
Hair by Eva,5B-223 Queen St S Mississauga ON L5M 1L6,Hair Dressing / Barbering,2023-01-11,,location.href = '/Portal/Facility/Details/d2bd9908-8dc0-422b-ae00-5eeea3ab25c3' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d2bd9908-8dc0-422b-ae00-5eeea3ab25c3
Hair by Hart,18-200-507 Lakeshore Rd E Mississauga ON L5G 1H9,Hair Dressing / Barbering,2023-04-04,,location.href = '/Portal/Facility/Details/abdd386c-17ea-4951-9d3f-1c2380f1b82d' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/abdd386c-17ea-4951-9d3f-1c2380f1b82d
Hair by Jeffrey Inc,110-2155 Leanne Blvd Mississauga ON L5K 2K8,Hair Dressing / Barbering,2023-02-16,,location.href = '/Portal/Facility/Details/ac3d4915-4bcb-4c01-9940-71a79e21c6b1' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ac3d4915-4bcb-4c01-9940-71a79e21c6b1
Hair by Malina,11-200-507 Lakeshore Rd E Mississauga ON L5G 1H9,Hair Dressing / Barbering,2023-11-21,,location.href = '/Portal/Facility/Details/76387d57-3a6a-473b-9e3c-b94ce9f538c9' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/76387d57-3a6a-473b-9e3c-b94ce9f538c9
Hair by Naila,16-26-2575 Dundas St W Mississauga ON L5K 2M6,Ear Piercing,2023-03-07,,location.href = '/Portal/Facility/Details/bec3f85c-d804-4799-9cef-eb68d186515b' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bec3f85c-d804-4799-9cef-eb68d186515b
Hair by Naz,3-200-507 Lakeshore Rd E Mississauga ON L5G 1H9,Hair Dressing / Barbering,2023-04-04,,location.href = '/Portal/Facility/Details/766163ac-bf1d-4951-835f-79513a1143ac' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/766163ac-bf1d-4951-835f-79513a1143ac
Hair By Reema,"20 Thomas St Mississauga, ON L5M 1Y5",Hair Dressing / Barbering,2024-01-31,,location.href = '/Portal/Facility/Details/b32cfd54-e2d1-42c6-8a3b-ed345075fbb9' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b32cfd54-e2d1-42c6-8a3b-ed345075fbb9
Hair Care Pro,2-755 Queensway E Mississauga ON L4Y 4C5,Hair Dressing / Barbering,2023-11-01,,location.href = '/Portal/Facility/Details/08469382-0729-4f68-bd76-373c8754a2ea' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/08469382-0729-4f68-bd76-373c8754a2ea
Hair Centre,43-295 Queen St E Brampton ON L6W 3R1,Hair Dressing / Barbering,2024-03-18,,location.href = '/Portal/Facility/Details/faf069bf-167f-4d79-b866-ce0286ecec95' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/faf069bf-167f-4d79-b866-ce0286ecec95
Hair Choice Designs,7A-227 Vodden St E Brampton ON L6V 1N2,Hair Dressing / Barbering,2023-03-13,,location.href = '/Portal/Facility/Details/8aaef0d4-64bb-404e-8f8a-c0b6fea394b0' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8aaef0d4-64bb-404e-8f8a-c0b6fea394b0
Hair Concept Barbers,11-83 Kennedy Rd S Brampton ON L6W 3P3,Hair Dressing / Barbering,2023-08-21,,location.href = '/Portal/Facility/Details/b93c2464-e54f-452c-948d-1dfc821c92e2' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b93c2464-e54f-452c-948d-1dfc821c92e2
Hair Concepts & Spa,C6-960 Southdown Rd Mississauga ON L5J 2Y4,Manicure / Pedicure,2023-05-10,,location.href = '/Portal/Facility/Details/db5495d0-5695-4810-b223-e6e45c15f0e3' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/db5495d0-5695-4810-b223-e6e45c15f0e3
Hair Couture II,13-377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Hair Dressing / Barbering,2023-07-26,,location.href = '/Portal/Facility/Details/4b3db18a-562d-4731-af3b-282864448036' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4b3db18a-562d-4731-af3b-282864448036
Hair Design by Sarah K,1-5 Ellen St Mississauga ON L5M 1R8,Hair Dressing / Barbering,2023-08-02,,location.href = '/Portal/Facility/Details/8bee5244-0fad-4d08-aa20-46d27593c418' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8bee5244-0fad-4d08-aa20-46d27593c418
Hair Express,5-680 Silver Creek Blvd Mississauga ON L5A 3Z1,Hair Dressing / Barbering,2024-03-28,,location.href = '/Portal/Facility/Details/1b82c897-d93f-4dd9-875d-3ef4b4c05931' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1b82c897-d93f-4dd9-875d-3ef4b4c05931
Hair Factory Ltd,3-3383 Derry Rd E Mississauga ON L4T 1A8,Hair Dressing / Barbering,2023-11-29,,location.href = '/Portal/Facility/Details/b8c35811-209b-4490-a65b-05a0d09457e7' ,Personal Services Settings,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b8c35811-209b-4490-a65b-05a0d09457e7
