Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Risk Rating,Type,Offense,Enforcement,Date Issued,Date Of Conviction,url_entity_full
McDonald's,65 Gordon St  Guelph ON N1H 4H5,Restaurant,02-May-2024,location.href = '/Facility/Details/f80ff45c-b7b1-4b03-8870-bbdbfb63c9ab' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f80ff45c-b7b1-4b03-8870-bbdbfb63c9ab
McDonald's,11 Woodlawn Rd W  Guelph ON N1H 1G8,Restaurant,15-Apr-2024,location.href = '/Facility/Details/98ac2d0f-d730-4a58-a05b-b78c8357a5cd' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/98ac2d0f-d730-4a58-a05b-b78c8357a5cd
McDonald's,445 Watson Parkway North  Guelph ON N1E 7C6,Restaurant,11-Jan-2024,location.href = '/Facility/Details/4d09c5fb-80fe-443b-8fdc-ff9d9ab2ccfc' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4d09c5fb-80fe-443b-8fdc-ff9d9ab2ccfc
McLean's Confectionary,59 Division St  Guelph ON N1H 1R1,Convenience / Variety,30-Nov-2023,location.href = '/Facility/Details/f4091b45-ad8e-4c51-abe1-9378dc2ee03d' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f4091b45-ad8e-4c51-abe1-9378dc2ee03d
Meadow Song Market,8205 Line 6  Kenilworth ON N0G 2E0,Food Warehouse / Depot,21-Feb-2024,location.href = '/Facility/Details/6edecabd-561d-437f-b51c-993762fb4203' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/6edecabd-561d-437f-b51c-993762fb4203
Meals on Wheels - Senior's Day Out Program,392 Main St N  Mount Forest ON N0G 2L0,Serving Kitchen,17-Oct-2023,location.href = '/Facility/Details/3374d4a6-a1d3-4dba-9ac6-2ac75e2d88e6' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/3374d4a6-a1d3-4dba-9ac6-2ac75e2d88e6
Meat The Butcher,157 Main St S  Mount Forest ON N0G 2L0,Butcher Shop,09-Nov-2023,location.href = '/Facility/Details/b7cdaac7-ead9-4f84-8fcf-e2f31565e0fd' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b7cdaac7-ead9-4f84-8fcf-e2f31565e0fd
Melanie's Diner,634041 Highway 10  Mono ON L9W 5P4,Restaurant,04-Oct-2023,location.href = '/Facility/Details/d826d785-c475-45b8-9a74-6854b69db857' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d826d785-c475-45b8-9a74-6854b69db857
Meltwich Food Co,12-218 Silvercreek Pkwy N  Guelph ON N1H 8E8,Restaurant,14-Mar-2024,location.href = '/Facility/Details/844c459f-4230-419f-b267-a4a168c4ae96' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/844c459f-4230-419f-b267-a4a168c4ae96
Melville United Church,300 St Andrew St W  Fergus ON N1M 1N9,Banquet Hall,03-Apr-2023,location.href = '/Facility/Details/74d9f47d-dc93-4c16-a9ad-26584685d5dc' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/74d9f47d-dc93-4c16-a9ad-26584685d5dc
Menchies Frozen Yogurt,4-292 Stone Rd W  Guelph ON N1G 3C4,Ice Cream / Yogurt Vendor,23-Aug-2023,location.href = '/Facility/Details/388da1fe-8ac3-4ae2-9722-365c46e8fd30' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/388da1fe-8ac3-4ae2-9722-365c46e8fd30
Meroon Market,1/2-197 George St  Arthur ON N0G 1A0,Convenience / Variety,14-Nov-2023,location.href = '/Facility/Details/4332cc36-7281-4f91-97f5-6d722bd6e970' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4332cc36-7281-4f91-97f5-6d722bd6e970
Metheq Cuisine,42 Carden St  Guelph ON N1H 3A2,Food Caterer,29-Apr-2024,location.href = '/Facility/Details/91c3a4c3-f965-43c3-a9e8-fbd66d739667' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/91c3a4c3-f965-43c3-a9e8-fbd66d739667
Metro,500 Edinburgh Rd S  Guelph ON N1G 4Z1,Supermarket,19-Jan-2024,location.href = '/Facility/Details/120e67ac-4520-41c7-adc8-3d86159950ff' ,Food Safety,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/120e67ac-4520-41c7-adc8-3d86159950ff
